,country,year,div,fa_risky_frac,fl_risky_frac,fa_safe_frac,fl_safe_frac,fdia_frac,fdil_frac,risky_frac_assets,safe_frac_liabilities,weight1,weight2
1731,CRI,1979,38.0476060003,0.0444091923415,4.13266508694,15.3402896668,56.5778480544,0.0444091923415,4.13266508694,0.288658184005,93.1928345305,5736.45255515,4035.5023827
1732,CRI,1980,41.7638870325,0.113335279982,3.79027147877,16.2202592906,63.4039080156,0.113335279982,3.79027147877,0.693878371304,94.3592264876,7400.32816094,4831.42415565
1733,CRI,1981,149.688692886,0.537899510829,5.70163770142,60.4304273937,232.707421167,0.537899510829,5.70163770142,0.882260573874,97.6084643224,4192.6631363,2623.83610047
1734,CRI,1982,160.00013163,0.603141542028,8.87622491575,71.4635519014,239.057344901,0.603141542028,8.87622491575,0.836921347725,96.4199180763,4454.40409791,2606.64274744
1735,CRI,1983,158.158756671,0.748652061662,8.58142118331,68.4527603474,238.53467975,0.748652061662,8.58142118331,1.08184506009,96.5273727002,5135.32264367,3146.79577135
1736,CRI,1984,123.246984718,0.649568489315,7.07985823541,60.4533126095,178.311230101,0.649568489315,7.07985823541,1.06307342245,96.1811226748,5640.83732242,3660.50469005
1737,CRI,1985,136.708164449,0.818151514588,7.53062522428,68.6096668343,196.457885324,0.818151514588,7.53062522428,1.17842031342,96.3083091278,5871.98405705,3922.85658968
1738,CRI,1986,131.01197624,0.908040017136,7.83813482099,65.3707256574,187.907051984,0.908040017136,7.83813482099,1.37003157481,95.9957458219,6237.58501074,4404.34367708
1739,CRI,1987,121.516327695,0.987511075132,7.43335333149,60.1621817988,174.449609185,0.987511075132,7.43335333149,1.61490766138,95.9131118008,6658.68314427,4532.53776569
1740,CRI,1988,116.758207536,0.924325742366,8.10153641852,62.5681692991,161.922383612,0.924325742366,8.10153641852,1.45580314927,95.2350607979,6837.10469272,4614.05488377
1741,CRI,1989,98.7890141283,0.85388720068,7.14493350464,56.5107116642,133.068495887,0.85388720068,7.14493350464,1.48852640405,94.9042445252,7515.02971867,5225.29534707
1742,CRI,1990,69.1649524973,0.624577643374,5.69034229323,46.2828601753,85.7321248828,0.624577643374,5.69034229323,1.33151089128,93.7757725546,8429.41365412,5710.48233231
1743,CRI,1991,53.256125619,0.505493404897,4.421915725,38.5491625252,63.035679583,0.505493404897,4.421915725,1.2943230272,93.4448957085,10392.931167,7158.52228575
1744,CRI,1992,46.3352451011,0.470458905233,4.94383875079,33.4338631679,53.8223293784,0.470458905233,4.94383875079,1.3876074685,91.5872705195,11705.0168957,8574.51006594
1745,CRI,1993,40.3770737396,0.4227905019,4.82266792519,28.9029909655,46.6056980867,0.4227905019,4.82266792519,1.44170242273,90.6225526899,13033.2077454,9638.22057324
1746,CRI,1994,35.4014790513,0.421647194664,5.310901716,25.3899792004,39.6804299916,0.421647194664,5.310901716,1.63355531422,88.1957223438,14224.9049284,10557.1258524
1747,CRI,1995,32.3154660494,0.407861246904,5.37239666693,23.1331429285,35.7175312565,0.404699021853,5.37239666693,1.73255670771,86.9252711347,16093.3706348,11714.3067574
1748,CRI,1996,28.8974639002,0.40111017355,5.54785607176,21.7644505199,30.0815110352,0.397923312348,5.54785607176,1.80960986774,84.4289794564,17099.4167294,11844.9585391
1749,CRI,1997,31.0647425711,0.667680792629,7.61062577565,23.7689576611,30.0822209129,0.409137605457,7.60440016975,2.73229394417,79.8088325922,18191.9977209,12827.8776162
1750,CRI,1998,30.8765296433,0.928577898803,10.3402131149,21.6340740492,28.8501942238,0.41910461989,10.3272108576,4.11555299858,73.6154487358,19864.4904264,14100.7112666
1751,CRI,1999,31.2478796486,1.18404625817,12.8337472205,21.0090950649,27.4688707537,0.420552135929,12.8151627995,5.33519000727,68.1565420173,21793.5106073,15795.1429351
1752,CRI,2000,29.7615790516,1.05180750248,13.6319236005,20.5052902788,24.3341367213,0.432271511101,13.6085967795,4.87917025357,64.0944478174,23174.1010027,15946.6159038
1753,CRI,2001,28.07808242,0.996903011133,14.5439931618,18.4987474308,22.1165212362,0.436901358189,14.5172876437,5.11346371388,60.3279075578,25702.4100949,16403.5613779
1754,CRI,2002,28.5982255952,0.96842414801,17.2058187506,17.2859095333,21.7362987584,0.55855405571,16.4030707647,5.30517391056,55.8169410109,27532.8771231,16844.4946318
1755,CRI,2003,31.1222035535,1.19487954775,20.2160827195,18.0605120618,22.7729327779,0.656683481369,18.3675947894,6.20542844299,52.9738411415,28710.6856517,17517.5848393
1756,CRI,2004,31.2575266166,1.25062000706,18.5615036661,23.429620817,19.2733087432,0.712343506809,16.7587751348,5.06729255999,50.9406747805,31275.5111949,18595.3397194
1757,CRI,2005,33.0834471781,1.05845320635,19.8261387661,25.226740797,20.0555615868,0.504780405496,17.8007199024,4.02680385854,50.2876291867,34568.2242762,19964.9255028
1758,CRI,2006,32.588735855,1.23078025503,19.9565644558,26.6234220069,17.3667049923,0.705258587653,18.1905004685,4.41865196303,46.530502952,40804.1716068,22526.4636187
1759,CRI,2007,32.3457497677,1.73772028275,19.7075322181,26.0244843407,17.2217626938,1.16567968116,19.5344645312,6.25930219277,46.6344205458,49193.6115613,26322.0002986
1760,CRI,2008,30.24702749,1.30395717133,21.1243709549,22.38814819,15.6775786637,1.01148868991,20.7131235335,5.50376233533,42.5998590459,59401.5147876,29837.895769
1761,CRI,2009,33.3570127487,1.55374586509,25.7168937236,23.675591534,15.7677943747,1.12842321455,25.6636980193,6.15848859013,38.00870899,56107.3151205,29382.734108
1762,CRI,2010,28.9813519332,1.43847850342,23.2242561346,19.3831438979,13.9168253306,1.06910498903,23.1819435218,6.90858030028,37.4701672153,70577.3957847,36217.527239
1763,CRI,2011,26.6855403509,1.82309242325,22.6095430415,15.7778762409,13.1605689962,1.54069371743,22.573771389,10.3579096017,36.7920821225,84810.2188559,40869.7686498
1764,CIV,1970,17.1033534195,0.153256468276,13.3911182436,20.6609248202,0.00140730695673,0.153256468276,13.3911182436,0.736307934248,0.0105081521138,0.0,0.0
1765,CIV,1971,54.0026008184,0.244654049833,20.3935666391,30.264483681,57.1024972668,0.244654049833,20.3935666391,0.801904177011,73.68438394,0.0,0.0
1766,CIV,1972,47.9545059401,0.212564604813,18.0672093848,20.9843787758,56.6448591147,0.212564604813,18.0672093848,1.00280781524,75.8175489614,0.0,0.0
1767,CIV,1973,50.859405065,0.187830542667,16.2672083089,19.1059968766,66.1577744018,0.187830542667,16.2672083089,0.973526603021,80.264225998,0.0,0.0
1768,CIV,1974,55.0284505575,0.176255199735,15.7182057417,23.9332803477,70.2291598259,0.176255199735,15.7182057417,0.731060120954,81.7118236983,0.0,0.0
1769,CIV,1975,50.832470239,0.216804177844,15.378961078,14.4150838115,71.6540914107,0.12882076599,15.2482712661,1.48172387597,82.3297464145,0.0,0.0
1770,CIV,1976,63.520379934,0.262936521326,17.6397352633,18.346899219,90.7911888644,0.1215807565,17.3880426901,1.41289007058,83.7318224435,0.0,0.0
1771,CIV,1977,62.8521394086,0.527289931488,15.4999816548,19.1960107298,90.4809965011,0.0950111792084,15.3217874703,2.67343656391,85.3747512766,0.0,0.0
1772,CIV,1978,75.9750528625,0.6851741933,17.9442620177,23.4229631083,109.897706406,0.0883836481468,17.7264155108,2.84208682209,85.9637157977,0.0,0.0
1773,CIV,1979,73.5978196642,0.63561988587,17.7268456363,13.0288933063,115.8042805,0.0702174416346,17.5423241211,4.65161017396,86.7245591726,0.0,0.0
1774,CIV,1980,86.9965614599,0.61156845616,15.0227897528,9.22594825435,149.132816456,0.0564379107554,14.8708290633,6.21669547465,90.8484455087,0.0,0.0
1775,CIV,1981,173.703388928,1.02166008797,23.0139824569,19.6158249566,303.755310354,0.0939624186962,22.7302604874,4.95050673937,92.9571159337,0.0,0.0
1776,CIV,1982,399.824390078,2.24060876268,46.0147633589,43.3744808742,708.01892716,0.189139740733,45.4139946412,4.91199026575,93.8975189123,0.0,0.0
1777,CIV,1983,735.200789557,4.53403392874,76.5225063047,99.8206674553,1289.52437143,0.294032553297,75.415599384,4.3448295751,94.3982518058,0.0,0.0
1778,CIV,1984,338.364374321,2.17984124407,32.4267086802,62.6758023721,579.446396346,0.122158957804,31.9111314066,3.36106639688,94.7004193494,0.0,0.0
1779,CIV,1985,-2868.75585123,-22.4233743074,-317.246037784,-580.855472257,-4816.98681811,-1.03465778217,-313.453933703,3.71691705006,93.8209651434,0.0,0.0
1780,CIV,1986,675.835541121,6.15658944431,85.7467292804,126.542930138,1133.22483338,0.220324458315,84.9941426683,4.6394964079,92.9656497406,0.0,0.0
1781,CIV,1987,883.850015604,8.18585153267,126.821935598,153.496795531,1479.19544855,0.276758019396,125.993503627,5.0629128613,92.1033273456,0.0,0.0
1782,CIV,1988,468.240765478,6.21536932655,63.770289582,75.8734971867,790.62237486,0.136802414986,63.3197046076,7.57151315464,92.536184797,0.0,0.0
1783,CIV,1989,-633.03056445,-8.83769096083,-78.1440300763,-123.947132494,-1055.13227537,-0.572586343961,-77.6026784725,6.65564838729,93.1045915545,0.0,0.0
1784,CIV,1990,606.097850534,5.70437314365,70.4345827082,140.31746469,995.739280527,0.49232565525,69.9956811193,3.90652057822,93.3937057419,0.0,0.0
1785,CIV,1991,5879.57265257,59.1004025165,666.606088454,1038.51518722,9994.92362696,4.74621333167,662.4242499,5.38443541337,93.7475568118,0.0,0.0
1786,CIV,1992,908.249223888,8.43062900156,77.4779782578,168.6033976,1561.98644292,0.664673360193,76.8375748973,4.7621517532,95.2741897136,0.0,0.0
1787,CIV,1993,538.173306948,5.45585588456,46.1554776533,97.9366411038,926.798639254,0.369099278989,45.7859452687,5.2768392712,95.2561506395,0.0,0.0
1788,CIV,1994,245.396038405,3.00220243135,20.7281002281,66.4598435712,400.60193058,0.266393564367,20.4777611666,4.32207601722,95.0803173967,0.0,0.0
1789,CIV,1995,150.560152982,2.00896684771,16.4633190713,39.4810409617,243.166979084,0.260272734209,16.2984082478,4.84204981822,93.6589376555,0.0,0.0
1790,CIV,1996,111.319311642,1.62552187806,14.3312468318,28.0640500697,178.617804504,0.184667823913,14.0457324044,5.4750600006,92.5725227812,0.0,0.0
1791,CIV,1997,97.0048143003,2.26928463452,17.2076326041,23.2188047131,151.313906649,0.69111029789,16.7367617933,8.90331402866,89.7890603893,0.0,0.0
1792,CIV,1998,148.432266063,2.90130808783,28.3724579078,37.3502527447,228.240513386,0.500042817295,27.6174237403,7.20793933905,88.9434825665,0.0,0.0
1793,CIV,1999,109.274093747,2.92263317346,23.5154014448,29.198683708,162.911469168,0.438936099804,22.8693395177,9.09873397856,87.3862596269,0.0,0.0
1794,CIV,2000,136.619279908,3.38717172585,31.6791795763,39.0187343115,199.153474202,0.648510174069,30.6830170515,7.98749995547,86.2761272906,0.0,0.0
1795,CIV,2001,97.3023354799,2.34949886832,29.0584742956,37.1464868004,126.050210995,0.441517460792,28.2729968358,5.9487029594,81.2657336106,0.0,0.0
1796,CIV,2002,116.170933348,1.85925934678,35.2215527013,54.1984921736,141.062562474,0.417877841988,34.4735179488,3.31668555436,80.0200076642,0.0,0.0
1797,CIV,2003,106.886705079,2.27278323261,34.9077330041,47.9913308486,128.601563072,0.596901527341,34.1695058184,4.52168166922,78.6509184238,0.0,0.0
1798,CIV,2004,81.1253945327,1.63739632837,28.2126186699,40.5916699954,91.8091040718,0.275943332651,27.5711199483,3.87741541766,76.493739612,0.0,0.0
1799,CIV,2005,60.1806993868,1.27015914447,21.7238761245,31.1682809373,66.1990825673,0.203725799586,21.0007682617,3.9155987195,75.292146161,0.0,0.0
1800,CIV,2006,64.9663851659,1.39980820979,23.9531855086,35.9156784466,68.6640981669,0.202853734825,22.9822962551,3.75127952284,74.1374562522,0.0,0.0
1801,CIV,2007,65.3076049253,1.33424267872,24.1078487503,37.997018311,67.1761001106,0.186351665473,22.8793511682,3.39232113375,73.5902652644,0.0,0.0
1802,CIV,2008,51.554061403,0.685584638684,21.3157582789,29.9616297865,51.1451501019,0.140778216606,19.9400602797,2.23702105246,70.5830926562,0.0,0.0
1803,CIV,2009,62.4333820801,1.14474882475,27.3862282676,42.3761038931,53.9596831748,0.185269152838,26.2929853132,2.63034557748,66.3336143366,0.0,0.0
1804,CIV,2010,59.5523829742,1.19645338286,25.1843949798,43.3448186197,49.379098966,0.16869252796,23.9858351737,2.68616797201,66.2242289798,0.0,0.0
1805,CIV,2011,55.9387793988,0.982874085037,23.0621782946,41.0927487247,46.7397576933,0.156048639171,21.9125122273,2.33597037762,66.9605463398,0.0,0.0
1806,HRV,1970,,,,,,,,,,0.0,0.0
1807,HRV,1971,,,,,,,,,,0.0,0.0
1808,HRV,1972,,,,,,,,,,0.0,0.0
1809,HRV,1973,,,,,,,,,,0.0,0.0
1810,HRV,1974,,,,,,,,,,0.0,0.0
1811,HRV,1975,,,,,,,,,,0.0,0.0
1812,HRV,1976,,,,,,,,,,0.0,0.0
1813,HRV,1977,,,,,,,,,,0.0,0.0
1814,HRV,1978,,,,,,,,,,0.0,0.0
1815,HRV,1979,,,,,,,,,,0.0,0.0
1816,HRV,1980,,,,,,,,,,0.0,0.0
1817,HRV,1981,,,,,,,,,,0.0,0.0
1818,HRV,1982,,,,,,,,,,0.0,0.0
1819,HRV,1983,,,,,,,,,,0.0,0.0
1820,HRV,1984,,,,,,,,,,0.0,0.0
1821,HRV,1985,,,,,,,,,,0.0,0.0
1822,HRV,1986,,,,,,,,,,0.0,0.0
1823,HRV,1987,,,,,,,,,,0.0,0.0
1824,HRV,1988,,,,,,,,,,0.0,0.0
1825,HRV,1989,,,,,,,,,,0.0,0.0
1826,HRV,1990,,,,,,,,,,0.0,0.0
1827,HRV,1991,,,,,,,,,,0.0,0.0
1828,HRV,1992,,,,,,,,,,0.0,0.0
1829,HRV,1993,,,,,,,,,,0.0,0.0
1830,HRV,1994,,,,,,,,,,0.0,0.0
1831,HRV,1995,,,,,,,,,,0.0,0.0
1832,HRV,1996,9.70139532999,1.33873726992,1.34358932318,7.48352873936,9.23693532752,1.31161009816,0.901964167079,15.1745284999,87.3012977377,0.0,0.0
1833,HRV,1997,15.5504185985,1.62987292238,2.47939485596,10.2448670176,16.7467024012,1.5885835855,1.85249368214,13.7255462488,87.1040137642,0.0,0.0
1834,HRV,1998,15.9375069157,1.66374927593,3.73549494568,9.67929115405,16.7964784557,1.61582179282,3.12853348098,14.6675777646,81.8064495182,0.0,0.0
1835,HRV,1999,17.8559232243,1.61483724015,5.21826125111,11.2727608269,17.6059871305,1.56843668524,4.57903899366,12.5301645174,77.1372044158,0.0,0.0
1836,HRV,2000,19.1465935071,1.44529140214,5.43499810227,12.9048140067,18.5080835032,1.42071912447,4.81947755897,10.0716431062,77.3003400656,0.0,0.0
1837,HRV,2001,21.0350366499,1.43202008278,7.0388854497,16.2240089707,17.3751587965,1.39921902011,6.13641873585,8.11065771609,71.1687036416,0.0,0.0
1838,HRV,2002,24.9169151878,2.57668462039,9.74674929094,16.5136324393,20.996764025,2.45574511087,8.85437451023,13.4973380082,68.2965665284,0.0,0.0
1839,HRV,2003,28.7010768675,2.55478348011,10.6266880448,18.177222441,26.0434597692,2.35063531554,9.83876302922,12.3228957672,71.0208748033,0.0,0.0
1840,HRV,2004,29.6980574319,2.25568719579,12.7271303567,17.3395248,27.0737725112,2.026466147,11.8136107464,11.5114202198,68.0230109379,0.0,0.0
1841,HRV,2005,25.961383108,2.08338315628,13.036445757,13.7795953236,23.0233419791,1.70847666713,12.1801298297,13.1336190043,63.8476913608,0.0,0.0
1842,HRV,2006,30.1516837066,2.1414224739,20.0579770328,14.1062871074,23.997680799,1.64085638035,18.6002642851,13.1798421383,54.4712801489,0.0,0.0
1843,HRV,2007,34.091787599,3.49323969042,26.7320738238,13.9834560266,23.9748056573,2.08369778059,24.71958771,19.9879871287,47.2811695427,0.0,0.0
1844,HRV,2008,24.7397042421,2.68248558566,14.6707218093,11.0176530102,21.108548079,2.28278178298,13.507227165,19.579988676,58.9965869759,0.0,0.0
1845,HRV,2009,31.2074126283,3.76666135491,18.6992649766,13.3899763862,26.5589225388,3.20116294705,17.8520035171,21.9545426775,58.6831333663,0.0,0.0
1846,HRV,2010,31.6346550666,3.27449813085,19.5770387336,13.2439058781,27.1738673907,2.3105014531,18.3878691778,19.8233323817,58.1247929579,0.0,0.0
1847,HRV,2011,26.724854967,2.93080686165,15.6022454733,11.1841178782,23.7325397208,2.12706723664,14.4357219869,20.7638858561,60.3347383331,0.0,0.0
1848,CYP,1970,,,,,,,,,,2415.53436823,553.692751089
1849,CYP,1971,,,,,,,,,,2793.71386111,659.601748274
1850,CYP,1972,,,,,,,,,,3389.60806573,790.463729888
1851,CYP,1973,8.75636211153,0.0,3.39285438932,10.9979995052,3.12187032858,0.0,3.39285438932,0.0,47.9202186395,4425.54483054,969.359068791
1852,CYP,1974,7.26702154511,0.0,3.19423082976,8.61446191725,2.72535034321,0.0,3.19423082976,0.0,46.0395805645,5775.7412016,898.619696191
1853,CYP,1975,6.71122612966,0.0,3.31912084724,7.79384373995,2.30948767212,0.0,3.31912084724,0.0,41.0312364801,6122.18764543,752.388966125
1854,CYP,1976,9.35372828142,0.0,4.30611819402,11.2965888067,3.10474956216,0.0,4.30611819402,0.0,41.8945481732,5359.12795144,819.224097506
1855,CYP,1977,10.9824594579,0.0,4.86395016182,12.5522236939,4.54874506016,0.0,4.86395016182,0.0,48.3256384371,5605.9767129,1023.67476377
1856,CYP,1978,11.0010661787,0.0,4.68880312659,12.1282702671,5.18505896371,0.0,4.68880312659,0.0,52.5129773567,7057.40713834,1339.77559947
1857,CYP,1979,10.5881180668,0.0,4.63036650611,11.1049120687,5.44095755876,0.0,4.63036650611,0.0,54.0242526575,8743.19346036,1754.42343594
1858,CYP,1980,10.2227263248,0.0,4.39582289078,10.3999386827,5.64969107615,0.0,4.39582289078,0.0,56.2409359516,10763.138291,2127.12229794
1859,CYP,1981,11.2676820923,0.0,4.40295423077,11.5043697355,6.62804021831,0.0,4.40295423077,0.0,60.085609225,11033.5762422,2060.58267488
1860,CYP,1982,12.9271887196,0.0,4.54710076493,13.2462174169,8.06105925734,0.0,4.54710076493,0.0,63.9352549706,10998.0185603,2131.74335617
1861,CYP,1983,14.5883537035,0.0,4.90228191587,15.0809407933,9.19348469782,0.0,4.90228191587,0.0,65.2216012777,10347.8331906,2133.65696644
1862,CYP,1984,15.8126456082,0.0,5.23961759351,15.3701594405,11.0155141825,0.0,5.23961759351,0.0,67.7663788536,10019.7770419,2249.51177919
1863,CYP,1985,20.48541589,0.0,6.25830259693,18.518172166,16.1943570171,0.0,6.25830259693,0.0,72.1266758393,10816.9461291,2399.87933399
1864,CYP,1986,18.9624793643,-1.20448971909,5.61470357853,17.7687884879,15.7459563813,-1.20448971909,5.61470357853,-7.27160102523,73.7147466928,13929.0701041,3048.95001211
1865,CYP,1987,20.9487823843,-1.22309836116,5.92477861537,19.6244072641,17.5714772503,-1.22309836116,5.92477861537,-6.64680087494,74.7841585942,15886.6714611,3657.48567223
1866,CYP,1988,25.3560713474,-1.05953597762,5.46934333645,23.5709652702,22.7313700657,-1.05953597762,5.46934333645,-4.70665795516,80.6056561107,17955.1056243,4218.22938955
1867,CYP,1989,34.0173796163,-0.991460257668,5.38433569127,33.3665335682,30.2753502307,-0.991460257668,5.38433569127,-3.06241857171,84.9007764593,18035.1668765,4505.16335984
1868,CYP,1990,36.8889535222,-0.855778640346,5.26523394039,35.8606632812,33.5077884632,-0.855778640346,5.26523394039,-2.4447406387,86.4203675288,23214.0765833,5518.00417616
1869,CYP,1991,35.1240640784,-0.706376821277,5.17464024923,34.053514314,31.7263504148,-0.706376821277,5.17464024923,-2.11825324267,85.9769611707,25101.4287448,5695.00319956
1870,CYP,1992,33.5282670499,-0.554088903895,5.05264187022,30.4310816186,32.1268995148,-0.554088903895,5.05264187022,-1.85456718882,86.4101554726,28503.5901635,6824.70872128
1871,CYP,1993,33.1125756393,-0.461054191174,4.74940772488,30.1477383508,31.7890593942,-0.461054191174,4.74940772488,-1.5530673237,87.0016229487,29524.083127,6525.06205094
1872,CYP,1994,35.2406562935,-0.42062205559,5.00126310369,32.1764087162,33.7242628226,-0.42062205559,5.00126310369,-1.32455246688,87.0853578252,32514.141324,7357.55410482
1873,CYP,1995,34.1624550714,-0.318956020525,4.97127242007,30.4771851377,33.1954086056,-0.318956020525,4.97127242007,-1.05760858599,86.9748369875,39688.2132397,9134.94552895
1874,CYP,1996,38.4542088702,-0.19941893161,5.04761080393,35.3653642041,36.6948616641,-0.19941893161,5.04761080393,-0.567079684807,87.9077340045,42150.0603737,9230.23816831
1875,CYP,1997,103.603529998,-0.131091194086,7.52046492212,98.495832155,101.321854113,-0.131091194086,6.81487049004,-0.133270512183,93.0904955087,38424.2106791,8787.77792568
1876,CYP,1998,78.228023171,0.074096016811,8.94407933858,71.615958495,75.8219124916,0.074096016811,8.03167796851,0.103356061473,89.4485050603,39845.025258,9432.79708525
1877,CYP,1999,87.896637725,0.597513727241,13.5936301614,78.3554347927,83.2466967686,0.597513727241,10.2100426971,0.756797229796,85.9628415224,37894.061515,9654.84187422
1878,CYP,2000,128.362064763,1.2583557307,15.7785328204,117.859494487,121.827746488,1.25717072176,14.2959263328,1.05639560184,88.5335662735,32424.5889604,9197.17454275
1879,CYP,2001,122.769906897,2.31850813745,16.978037866,111.665253455,114.578014336,1.87894538697,15.9082000241,2.03406880512,87.0944456132,34596.8396324,9605.43378869
1880,CYP,2002,62.7155081254,6.3279935618,18.6097522444,55.355918626,45.1373518186,3.36652921786,17.9820467472,10.2587422512,70.8069056345,37994.3013712,10474.6046294
1881,CYP,2003,66.7144908907,7.3111348001,20.0774779883,57.5417068102,48.4986621829,4.59599762185,19.6880360795,11.2734224416,70.7223562916,46451.1638014,13176.0457882
1882,CYP,2004,68.5294807657,8.64122665292,18.7111027327,59.7988959085,49.9077362373,5.3389980921,18.365364684,12.6259660701,72.7318284402,59206.93284,15659.3035499
1883,CYP,2005,69.1939114974,8.82839465913,16.0049748466,61.0940532183,52.4604002707,5.26730960312,15.5112985398,12.6259805358,76.6232569103,67110.6690748,16920.0664981
1884,CYP,2006,77.4105514028,13.5119508017,17.1154752023,68.1458531469,56.0478236546,7.84324147028,15.3948057496,16.5470416155,76.6064741889,79729.3760412,18421.2500019
1885,CYP,2007,87.8899227667,13.9379182447,18.1217925091,75.4830045521,68.2371302275,8.71992889782,16.6714490074,15.5868646942,79.0157265343,99281.7405302,21769.6210414
1886,CYP,2008,110.413287728,12.7393889992,18.7343840528,95.5733646134,93.7794377908,9.79079988852,15.7226865158,11.7616703244,83.349259899,114642.052141,25250.2063137
1887,CYP,2009,169.961369031,18.2141900223,30.751970554,144.439935664,146.516641821,13.163142269,26.1014749398,11.1981112962,82.652331881,103004.302588,23472.9538592
1888,CYP,2010,140.221660655,16.4557951566,27.4065236631,116.380476357,120.200526133,12.7569542262,23.6744575691,12.3880284873,81.4327813604,107954.711284,23095.7839801
1889,CYP,2011,120.44801822,15.5555744298,27.2955198483,93.9926977905,104.052244371,12.3427145102,24.9109031904,14.1997441991,79.2188926774,123998.378764,25016.3972424
1890,CZE,1970,,,,,,,,,,,
1891,CZE,1971,,,,,,,,,,,
1892,CZE,1972,,,,,,,,,,,
1893,CZE,1973,,,,,,,,,,,
1894,CZE,1974,,,,,,,,,,,
1895,CZE,1975,,,,,,,,,,,
1896,CZE,1976,,,,,,,,,,,
1897,CZE,1977,,,,,,,,,,,
1898,CZE,1978,,,,,,,,,,,
1899,CZE,1979,,,,,,,,,,,
1900,CZE,1980,,,,,,,,,,,
1901,CZE,1981,,,,,,,,,,,
1902,CZE,1982,,,,,,,,,,,
1903,CZE,1983,,,,,,,,,,,
1904,CZE,1984,,,,,,,,,,,
1905,CZE,1985,,,,,,,,,,,
1906,CZE,1986,,,,,,,,,,,
1907,CZE,1987,,,,,,,,,,,
1908,CZE,1988,,,,,,,,,,,
1909,CZE,1989,,,,,,,,,,,
1910,CZE,1990,,,,,,,,,,,
1911,CZE,1991,,,,,,,,,,,
1912,CZE,1992,,,,,,,,,,99878.5270777,31934.6253038
1913,CZE,1993,13.1914945331,0.367376839538,3.73114939418,14.3681925626,7.91627026996,0.149574458029,2.82302466746,2.49312957994,67.9658713967,117511.890047,36651.4411426
1914,CZE,1994,13.8122654918,0.455755207577,4.22195802235,14.1768899207,8.76992783297,0.215795771987,3.26587279639,3.11464676129,67.5031164115,136937.601997,42537.9013731
1915,CZE,1995,14.9164009523,0.549048500068,5.28539103709,14.9053451548,9.09301721273,0.182739105749,3.88791228311,3.55270166096,63.240777802,187014.880908,57785.8883223
1916,CZE,1996,15.1007063485,0.590858796933,5.67567529514,13.8921380986,10.0427405063,0.236090237489,4.06461857541,4.07967219211,63.8915564593,213508.726964,64895.2075128
1917,CZE,1997,15.8108848883,0.487559077884,6.1935112106,14.5341529608,10.4065465272,0.276938878687,4.66421457275,3.2456958077,62.689821274,201094.747029,59464.2950095
1918,CZE,1998,17.7037959673,0.578502386468,8.38580156186,16.1998886012,10.2433993851,0.37109709233,6.63498610811,3.44790145189,54.9857152449,220665.499349,63863.3362074
1919,CZE,1999,18.6440048716,1.21495079203,9.69372568542,16.6874798407,9.69185342506,0.333723417442,8.39135799159,6.78651305487,49.9951709971,212270.476421,62165.7397832
1920,CZE,2000,21.4325347735,1.75773814001,13.0561369558,18.309997515,9.74119693615,0.387759123468,11.3747142277,8.75902578262,42.7295445262,195472.531236,58802.800633
1921,CZE,2001,22.8956555087,1.72747320145,15.4387842498,19.4591792092,9.16587435696,0.566297651158,13.5101188104,8.15359202563,37.2525971745,207386.646037,64375.8607403
1922,CZE,2002,24.5005536845,2.23558192788,18.156369492,19.4933197688,9.11583618026,0.612391512635,16.076728628,10.2885178418,33.4253719329,253862.450848,78425.3573683
1923,CZE,2003,23.1508477289,1.67388182195,17.0159800383,18.0517838569,9.56004974072,0.754013749871,14.9535400899,8.48580650815,35.972452696,323595.250104,95292.5307526
1924,CZE,2004,24.7490666,2.52456368726,19.2119746188,16.988460359,10.7731345349,1.06192970924,16.1724784405,12.9378392671,35.928281867,391127.905033,113976.672925
1925,CZE,2005,22.1283259358,2.68749116364,16.8416061416,15.3704393918,9.3571151746,0.857302983875,14.4044539351,14.8826088094,35.7159231616,455419.298751,130066.444281
1926,CZE,2006,23.1327101664,3.4354598697,18.5351738397,14.5061772262,9.78860939727,0.998250637415,15.8849771889,19.1479732387,34.5596819301,554802.234881,148374.084906
1927,CZE,2007,24.9061854904,4.24163144206,20.7128165267,14.3844173967,10.4735056154,1.36419413843,17.9197030378,22.7725776883,33.5836510881,706075.948333,180478.62223
1928,CZE,2008,18.9025728086,3.55052525096,15.2071632098,10.6863513426,8.36110581386,1.4576418543,13.1644687683,24.9389339552,35.4761132668,939910.196481,225426.789027
1929,CZE,2009,23.2995046292,4.23526991421,19.3110822114,12.7003158156,10.3523413173,1.9934900671,16.9431748303,25.008110034,34.8993477011,837165.946873,197187.168861
1930,CZE,2010,25.2511925665,4.54464800747,20.5253936614,13.730775335,11.7015681292,2.12009441937,18.2569933212,24.8675388925,36.3098706147,802062.06928,198947.390468
1931,CZE,2011,21.1869816525,3.7216818591,16.8145370485,11.7583847055,10.0793596918,1.62637648395,14.8392373727,24.0417690942,37.4782419564,905240.937914,217076.632556
1932,DNK,1970,9.96232566564,1.07525155682,3.24238351733,4.96310475196,10.6439115052,0.952998518479,3.06385403108,17.8070239952,76.6504779564,43154.1866377,16591.2713199
1933,DNK,1971,10.9441744882,1.5554510064,3.76511735073,5.02878735455,11.5389932646,1.42295949132,3.56982244977,23.623856263,75.3979996267,50080.5173562,18520.4539744
1934,DNK,1972,10.1439691634,1.88326565535,3.56616273615,4.6728819936,10.1656279418,1.75000449289,3.39661317021,28.7251867436,74.0298784055,63281.6564304,22751.6912907
