,country,year,div,fa_risky_frac,fl_risky_frac,fa_safe_frac,fl_safe_frac,fdia_frac,fdil_frac,risky_frac_assets,safe_frac_liabilities,weight1,weight2
6254,SGP,2008,158.550359608,53.7278573077,62.5732147255,118.246662616,82.5529845658,24.3630875752,44.2052986077,31.2417544945,56.8835847483,752421.325046,190589.840108
6255,SGP,2009,139.38503533,52.9770237018,54.7437949219,103.948519235,67.1007328011,24.297776381,41.9116332124,33.7593375243,55.070780818,785190.466333,188829.509569
6256,SGP,2010,147.710482972,57.9154243631,61.0237970457,106.98538313,69.4963614057,26.4721833595,45.7734415963,35.1213709888,53.2456918765,886750.070554,231697.300469
6257,SGP,2011,131.125994746,53.2361358309,53.1879350487,94.1802964438,61.647622169,22.773241423,40.3588435445,36.1127555521,53.6833918541,1076000.27626,265621.805966
6258,SVK,1970,,,,,,,,,,,
6259,SVK,1971,,,,,,,,,,,
6260,SVK,1972,,,,,,,,,,,
6261,SVK,1973,,,,,,,,,,,
6262,SVK,1974,,,,,,,,,,,
6263,SVK,1975,,,,,,,,,,,
6264,SVK,1976,,,,,,,,,,,
6265,SVK,1977,,,,,,,,,,,
6266,SVK,1978,,,,,,,,,,,
6267,SVK,1979,,,,,,,,,,,
6268,SVK,1980,,,,,,,,,,,
6269,SVK,1981,,,,,,,,,,,
6270,SVK,1982,,,,,,,,,,,
6271,SVK,1983,,,,,,,,,,,
6272,SVK,1984,,,,,,,,,,,
6273,SVK,1985,,,,,,,,,,,
6274,SVK,1986,,,,,,,,,,,
6275,SVK,1987,,,,,,,,,,,
6276,SVK,1988,,,,,,,,,,,
6277,SVK,1989,,,,,,,,,,,
6278,SVK,1990,,,,,,,,,,,
6279,SVK,1991,,,,,,,,,,,
6280,SVK,1992,,,,,,,,,,,
6281,SVK,1993,12.4846798766,1.97593977036,2.04197401891,11.1326296035,9.81881636031,0.302812624514,1.10243354092,15.0736492595,82.7838284497,48836.6594792,13415.009755
6282,SVK,1994,12.8512519026,1.78403118278,2.51917122699,12.5334837239,8.86581767156,0.284603459049,1.53417941479,12.4604807077,77.8728705891,56758.2762702,15478.7676512
6283,SVK,1995,12.2103084498,1.31671720015,2.5066515325,12.5317371285,8.06551103843,0.186972613612,1.75076846252,9.50804450015,76.2900776858,71660.2386494,19594.8058957
6284,SVK,1996,13.7636478516,1.37331821049,3.48294395068,12.5369848499,10.1340486921,0.241118556945,2.70576161176,9.87266923318,74.422076577,75378.2555279,21161.8025076
6285,SVK,1997,16.9043664863,1.60395547106,3.99845612381,14.3497593033,13.8565620743,0.337321169319,3.00359293404,10.0538056105,77.6059812461,70663.0747919,21399.2810059
6286,SVK,1998,19.7615302273,2.14916719884,5.36033226095,14.3761811391,17.6373798558,0.611407554978,4.36973081956,13.0052762271,76.6918890291,70411.0939978,22383.5955239
6287,SVK,1999,19.3377519922,2.69997119986,6.51863542812,13.2509866069,16.2059107494,0.573211512681,5.34230909606,16.9267026631,71.3145627763,63718.5678161,20520.940552
6288,SVK,2000,22.3543468289,2.50553033227,9.02104427221,16.3681313633,16.8139876901,0.636547821339,7.88469582854,13.2752741502,65.082124592,61094.7166624,20481.8922737
6289,SVK,2001,25.5686362756,2.56815029356,12.1356172032,18.0116377615,18.4218672928,0.936175019546,10.5882282966,12.4789929162,60.2859417149,59521.8939783,21116.6440518
6290,SVK,2002,31.3634223763,2.13384776757,17.3516919175,23.5989310245,19.6423740432,0.932401809651,15.297709595,8.29233323308,53.0960129229,64903.5421704,24538.9534302
6291,SVK,2003,33.1165706165,2.74496510118,21.9452486729,22.1054622298,19.4374652291,1.02328995339,19.4757350059,11.0459472773,46.9700108968,94393.8114037,33341.7329091
6292,SVK,2004,34.3306793178,2.53849382241,25.1498511628,21.2404971808,19.7325164695,0.811592814126,21.0938335637,10.6753639045,43.9649633263,125595.44238,42241.9673781
6293,SVK,2005,32.9671881434,2.10624304231,24.2737258719,19.8062517139,19.7481556586,0.507957815183,20.1265701165,9.61206410199,44.8598628047,143522.339903,47976.6811683
6294,SVK,2006,34.0830310962,3.22885481112,29.5519793765,16.700977208,18.6842507969,0.981600398366,24.9035430794,16.2011140286,38.7348902054,173179.455741,55914.7898379
6295,SVK,2007,31.2169489055,2.67967482028,25.9939008724,16.2095612923,17.550760826,0.960706984706,22.0261265502,14.1862529766,40.3051950376,241629.800924,75143.1686744
6296,SVK,2008,27.3791912271,2.14277534767,23.4384054778,13.1440478803,16.0331537485,1.20022784432,20.5807251519,14.0171395699,40.6195094969,307939.570849,94711.4227368
6297,SVK,2009,35.3451352542,2.64071560699,26.4086584751,17.7962847173,23.8446117091,1.67731196458,23.8859812202,12.9212485448,47.4488757084,286093.531668,87459.8770444
6298,SVK,2010,36.8233418147,2.8808769082,26.4393083722,19.5898203587,24.7366779904,1.60639246496,23.3897191776,12.8205941898,48.3364948066,276937.590876,87401.8432186
6299,SVK,2011,31.9823628712,2.64624782601,23.1843985445,16.505464566,21.628614806,1.68276676116,20.5047403157,13.8172909652,48.2641384475,314342.029381,96157.8204561
6300,SVN,1970,,,,,,,,,,,
6301,SVN,1971,,,,,,,,,,,
6302,SVN,1972,,,,,,,,,,,
6303,SVN,1973,,,,,,,,,,,
6304,SVN,1974,,,,,,,,,,,
6305,SVN,1975,,,,,,,,,,,
6306,SVN,1976,,,,,,,,,,,
6307,SVN,1977,,,,,,,,,,,
6308,SVN,1978,,,,,,,,,,,
6309,SVN,1979,,,,,,,,,,,
6310,SVN,1980,,,,,,,,,,,
6311,SVN,1981,,,,,,,,,,,
6312,SVN,1982,,,,,,,,,,,
6313,SVN,1983,,,,,,,,,,,
6314,SVN,1984,,,,,,,,,,,
6315,SVN,1985,,,,,,,,,,,
6316,SVN,1986,,,,,,,,,,,
6317,SVN,1987,,,,,,,,,,,
6318,SVN,1988,,,,,,,,,,,
6319,SVN,1989,,,,,,,,,,,
6320,SVN,1990,,,,,,,,,,,
6321,SVN,1991,,,,,,,,,,,
6322,SVN,1992,7.76189028404,0.540816315536,1.70197695418,7.30261206583,5.97837523253,0.540816315536,1.70197695418,6.89515208453,77.8398579544,57611.8772225,18898.6217167
6323,SVN,1993,9.8132415105,0.65528384431,2.05026065951,9.51185268895,7.40908582824,0.65528384431,2.05026065951,6.44511699205,78.3255570333,48031.9755174,16304.3922921
6324,SVN,1994,11.4476163356,0.76030552719,2.82596356747,11.4455278579,7.86343571855,0.72940717198,2.73141460052,6.2290341282,73.5629337828,47810.1011687,16519.5697098
6325,SVN,1995,10.8178032736,0.829848170565,2.98817345583,10.3659677427,7.45161717807,0.801864728016,2.88556749982,7.41212768226,71.3770748799,60645.5751376,20970.5535682
6326,SVN,1996,12.1022748622,0.775745725812,3.47951254546,10.9026398569,9.04665159614,0.749958260069,3.26113514569,6.64257675275,72.2220425493,61789.511117,21160.6751647
6327,SVN,1997,12.9885258082,0.782601174665,3.94216383444,11.8538216265,9.39846498073,0.757058285199,3.6376370456,6.19321770866,70.4499398862,61109.577885,20460.4351186
6328,SVN,1998,13.625158067,0.988885877279,4.57498392024,11.809704407,9.87674192945,0.963591966802,4.20605924522,7.72652186933,68.3429926098,67115.2594405,21770.2327213
6329,SVN,1999,12.9591941978,0.96301322437,4.22508172086,10.5189040215,10.2113894289,0.915659106189,3.92059944509,8.38721620917,70.7332790886,70442.1848533,22367.202482
6330,SVN,2000,15.3511183857,1.29955172995,5.00295438528,12.1097258387,12.2900048176,1.24009933853,4.6733133879,9.69143731495,71.0694142824,64302.1986587,20082.480157
6331,SVN,2001,16.8309757922,1.55020731487,4.29774729897,14.8920361739,12.9219607966,1.51107764887,3.96493568802,9.42819826222,75.0416948121,65932.1521861,20522.2786051
6332,SVN,2002,22.4586781067,2.2777221147,6.63838597049,19.7959022536,16.2053458747,2.2158954949,6.05326769719,10.3187500009,70.9400109602,68455.0526566,23185.2583687
6333,SVN,2003,23.6933470619,2.9735335827,7.90398348445,19.1664012468,17.3427758098,2.70281506268,7.25454331414,13.4306338551,68.6930770309,89655.2865207,29189.1193175
6334,SVN,2004,22.6624036629,3.25288584893,7.38585414743,17.5496217856,17.1364455438,2.6819132981,6.72818593945,15.6369890884,69.881070534,117003.729804,33870.192232
6335,SVN,2005,21.2907562957,3.57829746115,5.9666774432,16.1581179403,16.8784197467,2.46667062492,5.42532860937,18.1304324436,73.8820220654,137517.814742,35773.144842
6336,SVN,2006,25.463538118,5.21391325918,7.31062182374,17.5476271902,20.8549139629,3.13724862829,6.19986040597,22.9066801115,74.0440875007,152753.010767,38983.2004655
6337,SVN,2007,34.3811522147,8.25199957909,10.6250638966,22.4174600928,27.4677808609,4.86743760722,8.71124659708,26.9062437597,72.1074549191,177268.523444,47415.2207739
6338,SVN,2008,28.0865665696,5.77336104161,8.53991023077,17.5894285016,24.2704333652,4.48012314188,7.92406922893,24.7117795199,73.9718963753,215986.676567,54813.1249071
6339,SVN,2009,31.6569984544,6.78103509023,8.99984227638,19.202130435,28.3309891073,4.90136554965,8.21937094457,26.0978019928,75.8916639603,205701.344289,49522.4436284
6340,SVN,2010,29.8545005832,6.62093659337,8.84934416179,17.423964753,26.8147556583,4.51866501448,7.9964198405,27.535719519,75.1869689508,201935.032108,47246.7140556
6341,SVN,2011,25.0636486027,5.30832703296,7.9753587649,14.9503763775,21.89323503,3.76108117698,7.28268383629,26.2026987878,73.2985127467,227388.653343,50329.720887
6342,,1970,,,,,,,,,,,46.8645907618
6343,,1971,,,,,,,,,,,52.9227099245
6344,,1972,,,,,,,,,,,60.8028502208
6345,,1973,,,,,,,,,,,75.7947452933
6346,,1974,,,,,,,,,,,96.0565590556
6347,,1975,,,,,,,,,,,86.2999003066
6348,,1976,,,,,,,,,,,96.2454644418
6349,,1977,,,,,,,,0.0,7.42527435221,,101.848884756
6350,,1978,,,,,,,,0.0,16.7242746574,,122.72492441
6351,,1979,,,,,,,,0.0,17.8461747181,,162.633901029
6352,,1980,,,,,,,,0.0,26.1608671352,,178.814783488
6353,,1981,,,,,,,,0.0,53.1459267708,,189.472574506
6354,,1982,,,,,,,,0.0,58.0924571418,,188.642778678
6355,,1983,,,,,,,,0.0,67.2376125064,,177.219135325
6356,,1984,,,,,,,,0.0,66.1801666555,,177.52178113
6357,,1985,,,,,,,,0.0,72.8990549071,,161.844781729
6358,,1986,,,,,,,,0.0,71.9076613084,,144.402140961
6359,,1987,,,,,,,,0.0,70.9990001069,,151.725508828
6360,,1988,,,,,,,,0.0,73.1439128316,,172.557477841
6361,,1989,,,,,,,,0.0,69.9451311254,,169.083109458
6362,,1990,,,,,,,,0.0,68.786395771,,210.115261067
6363,,1991,,,,,,,,0.0,60.6787164651,,222.496009076
6364,,1992,,,,,,,,0.0,56.1319117647,,263.094442112
6365,,1993,,,,,,,,0.0,61.9310053506,,294.109093155
6366,,1994,,,,,,,,0.0,59.4870870333,,366.882652088
6367,,1995,,,,,,,,0.0,57.3285457508,,427.130405516
6368,,1996,,,,,,,,0.0,56.6353746473,,472.086487029
6369,,1997,,,,,,,,0.0,41.0427915615,,495.541580647
6370,,1998,,,,,,,,0.0,41.1047786279,,423.739591099
6371,,1999,,,,,,,,0.0,41.4124845854,,447.898500715
6372,,2000,,,,,,,,0.0490837662074,38.8520439662,,380.775826822
6373,,2001,,,,,,,,0.795185510338,41.6311930204,,380.1591924
6374,,2002,,,,,,,,1.75003631548,44.6585371637,,323.589548353
6375,,2003,,,,,,,,1.33456668637,49.3437165915,,314.257617563
6376,,2004,,,,,,,,0.905226693954,49.2277127749,,363.499410848
6377,,2005,,,,,,,,1.45180238755,47.7820268915,,429.489314007
6378,,2006,,,,,,,,2.96752474571,46.7835790052,,471.150487058
6379,,2007,,,,,,,,6.87518204317,40.5884335044,,516.087297439
6380,,2008,,,,,,,,9.29170545678,29.7134453752,,608.228018284
6381,,2009,,,,,,,,7.18925585596,26.3342823406,,597.762271041
6382,,2010,,,,,,,,6.31358691623,21.9047155843,,681.807555292
6383,,2011,,,,,,,,4.84059127338,16.9549978117,,868.963424934
6384,ZAF,1970,31.2538509917,6.57045492119,39.467522095,5.61887055736,10.8508544099,5.54343908839,26.6965548213,53.9033511965,21.5643968736,30190.2143021,20196.4277485
6385,ZAF,1971,23.7850817383,5.36502362387,25.197450015,4.83673279001,12.1709570477,4.44796549561,21.4532634596,52.5892150941,32.570178941,36126.9076506,22415.6376027
6386,ZAF,1972,26.345940111,5.56641397012,28.3871439719,6.02163059487,12.7166916851,4.45405640939,22.3814362643,48.0358350272,30.937968396,38701.7884195,22654.5468035
6387,ZAF,1973,27.1516410367,6.66926079977,29.3141500658,5.20900511801,13.1108660899,5.87441920434,23.1168104753,56.1467544668,30.903620736,46984.5649545,28563.3044049
6388,ZAF,1974,27.0733533706,6.32200230789,28.7117468923,4.74566160023,14.3672959407,5.67250379985,21.7728760837,57.1213795465,33.3510101336,58650.1786085,34879.3252969
6389,ZAF,1975,22.6028128124,5.1803305903,20.2786064603,4.10221182559,15.6444767485,4.51183963277,15.9641465891,55.8072385582,43.549927654,67882.2477767,37196.3999577
6390,ZAF,1976,26.92047427,5.64344187839,22.2238035046,4.78671947322,21.1869836838,4.82906066771,18.0990725326,54.106947037,48.8058039395,69480.0611205,35706.5598075
6391,ZAF,1977,23.3178216086,5.25202970218,18.8805360186,3.86375533437,18.6393221621,4.61798185081,15.5218436503,57.614672583,49.6785517481,83841.1267648,39694.0127493
6392,ZAF,1978,20.1764911132,5.14697820594,16.0208758241,3.54356259681,15.6415655995,4.57414412227,14.0081386964,59.225062315,49.4010091964,99490.1123497,45747.059511
6393,ZAF,1979,16.8621632557,4.605392936,14.0714612388,3.25803015067,11.7894421859,3.90243023171,11.8598577766,58.5672789731,45.5878976551,124406.155787,56553.4363812
6394,ZAF,1980,16.4131445879,4.51288050319,14.9642014843,3.38556501129,9.96364217703,3.87079464182,11.4971623323,57.1363123911,39.9699320664,167601.616412,80546.9953775
6395,ZAF,1981,14.9440621159,4.51893547072,11.8660987279,2.67915410891,10.8239359242,3.96882175663,9.70856261439,62.7796503604,47.703479039,176441.432808,82796.5811966
6396,ZAF,1982,17.7449485606,5.71649665493,12.7256606471,2.57733352849,14.4704062907,5.10178223934,10.4145498277,68.9246889376,53.2077168502,170695.506125,75938.8525647
6397,ZAF,1983,16.5697180871,5.28455879923,10.8144658962,2.52464304363,14.5157684351,4.67413650236,8.729178575,67.6709208645,57.306096127,188134.54756,84687.191455
6398,ZAF,1984,17.2793194406,6.74336730382,9.20908588823,1.88483268057,16.7213530086,6.03858841583,7.79414270835,78.154972254,64.4854222296,165519.699436,74936.6402385
6399,ZAF,1985,22.4996086503,9.52318572691,10.1889539788,2.49116915803,22.7959084368,8.2655479741,8.25974166308,79.2650609884,69.1102122835,130335.302229,57272.7680776
6400,ZAF,1986,20.444150627,9.61707837993,10.2536009872,2.96493957683,18.05268231,8.19923895005,7.36554727422,76.4351029619,63.7762369593,154359.194188,65423.6917013
6401,ZAF,1987,17.1674457597,8.89430172906,7.74078530156,2.77077278858,14.9290317003,7.65302693884,5.71059477974,76.247277423,65.8542223745,194661.62904,85792.1108218
6402,ZAF,1988,13.8805451065,7.72415055004,5.42736465539,2.30806441193,12.3015105956,6.3308566932,4.06847949515,76.9934713253,69.3868642056,205090.315761,92234.8851536
6403,ZAF,1989,13.8629318053,8.15618449852,5.6394456811,2.46121395966,11.4690194712,6.52603304472,4.00079272521,76.8190487589,67.037103382,214460.858806,95978.9489741
6404,ZAF,1990,11.9959426862,7.48308924294,5.38549959814,1.89024277745,9.23305375391,6.24186511198,3.83018579652,79.8338224514,63.1598321089,253082.980816,111997.526761
6405,ZAF,1991,11.8439501852,7.70902959953,5.84401383834,1.68606978698,8.44878714553,6.24723885192,3.96069174857,82.0537312314,59.1121863032,270385.92985,120243.398892
6406,ZAF,1992,12.0749790679,7.66116238837,5.75280588707,1.80748013683,8.92850972361,6.38797064275,3.8274445753,80.9108841947,60.8154606874,293096.101634,130531.982045
6407,ZAF,1993,13.0021911865,8.10677439751,6.07754669961,1.89932654781,9.92073472813,6.52701577426,3.8864714256,81.018315144,62.011252727,291656.680667,130447.546454
6408,ZAF,1994,14.7571694561,8.5093153638,7.88203231447,2.1887349896,10.9342562444,6.88708881743,4.54754624146,79.5408049383,58.1105897169,299920.86595,135819.928445
6409,ZAF,1995,16.6655134705,9.71207850032,9.22148708799,2.63659282227,11.7608685303,7.80885433223,5.03163987616,78.6487731887,56.0512305876,324156.579605,151116.62531
6410,ZAF,1996,17.488777784,11.4755019407,9.41821730475,2.11137558225,11.9724607403,8.61610585361,4.68360249856,84.4601853614,55.9704592584,304648.921606,143830.648915
6411,ZAF,1997,18.9490814986,12.0960084459,9.9344357268,3.60948355886,12.2582352657,7.73014569541,5.56437962894,77.0176982818,55.2355111733,320283.827222,148835.543594
6412,ZAF,1998,21.8104404131,15.1452518695,11.7764116596,4.09775878867,12.6014585085,9.5281769696,5.56137757812,78.7052095877,51.6922045347,296348.434688,134215.055319
6413,ZAF,1999,37.686091798,26.3863525743,28.9360611414,6.53822558457,13.5115442958,12.2020135911,19.1489567887,80.1418090977,31.8311107461,296110.772876,133104.807708
6414,ZAF,2000,34.5425197878,26.6735386598,23.8076074866,6.38416907777,12.2197243514,11.6516054195,15.661918336,80.6878047067,33.9179276622,285669.640828,132966.955853
6415,ZAF,2001,28.555851743,19.0431182886,19.4837988387,6.93256691452,11.6522194441,7.2651799867,12.6330582744,73.3113222603,37.4236016252,254463.039633,118564.105545
6416,ZAF,2002,35.3006535674,22.3461504014,24.3623463889,10.3274604708,13.5653498736,9.93275561411,13.8296849931,68.3920442365,35.7663428323,232919.360857,111357.010412
6417,ZAF,2003,30.7237008338,19.0639161015,23.0787223477,9.69440257223,9.6103606461,7.8754687142,13.5779159125,66.2900926782,29.3992971535,358751.461971,168217.453568
6418,ZAF,2004,31.1506907817,18.4937943739,24.9129165075,10.1482930012,8.74637768075,8.70129652114,14.3491749217,64.5685984114,25.9850299647,471695.617009,219419.335667
6419,ZAF,2005,34.054034469,19.7224399381,29.3094235207,10.7257320544,8.35047342493,7.55270348304,15.8213129367,64.7738062665,22.1733836314,535241.146756,246951.049867
6420,ZAF,2006,37.0879239428,21.4890478512,31.7087166753,11.5920063802,9.38607697888,9.34237861172,16.1323189833,64.9587758022,22.8400635318,587629.408729,261176.070734
6421,ZAF,2007,42.8175326861,23.5474505361,38.1751075817,13.0614022258,10.8511050286,11.4040086345,19.1136979387,64.3217384857,22.1332720822,649405.669361,285804.637756
6422,ZAF,2008,29.4911391291,17.4569034701,21.0205280661,10.9810916132,9.52375510885,7.98924678062,10.872832724,61.3858446032,31.1801558881,638462.855137,273452.566096
6423,ZAF,2009,39.9709087044,25.061940321,33.183828496,11.4869854105,10.2090631812,11.1270144273,18.0028391787,68.5709355868,23.5270404589,696952.842162,285217.16628
6424,ZAF,2010,41.4713572322,26.4450046094,35.5052616654,10.6434997332,10.3489484565,11.1157039271,18.3448267861,71.3024293596,22.5692437597,875286.594598,363197.996927
6425,ZAF,2011,33.3482620413,22.6295598006,24.9320582131,9.68586985197,9.4490362169,9.65039267591,14.0567460446,70.0271048348,27.4832327869,975813.566181,402248.101382
6426,ESP,1970,8.63624845084,0.233650714492,4.24569333477,5.3784528425,7.41470000991,0.13207207188,3.54149374371,4.16333576383,63.5887640385,73069.1525716,39468.13841
6427,ESP,1971,9.2354250472,0.237409603269,4.17494223209,7.0770943654,6.98140389364,0.139864420526,3.51313277749,3.24573756861,62.5778710607,86123.7879146,45146.8428799
6428,ESP,1972,9.39599327305,0.229065844362,3.82665625016,8.63296201819,6.10330243339,0.140165157978,3.09922162288,2.58480167197,61.4635229399,110322.662484,57343.4332087
6429,ESP,1973,9.20462402147,0.209858477123,3.62586185621,9.04838874939,5.52513896022,0.154492923527,2.85012111537,2.2667193043,60.3774283388,151300.809166,76376.2128155
6430,ESP,1974,7.57580915835,0.214202551284,2.98851076109,6.6198375026,5.32906750173,0.175063126795,2.50728155739,3.13434732011,64.0699411937,199415.706682,94903.7070546
6431,ESP,1975,6.48701730331,0.234507993725,2.55365569531,5.09744305063,5.08842786696,0.18682521275,2.23301047234,4.3981647951,66.5843002827,254097.938868,112475.694054
6432,ESP,1976,7.09013336898,0.350282415967,2.38181987052,4.70017168371,6.74799276777,0.29568648573,2.24277885965,6.93566180493,73.9116237662,277369.912006,116086.66078
6433,ESP,1977,7.37089973571,0.364592814722,2.09961092259,4.79684811757,7.48074761654,0.32006677223,2.0259360823,7.06377965969,78.0842135081,336028.274306,130674.525936
6434,ESP,1978,7.77095108922,0.349240985246,2.18965694164,5.89334188695,7.1096623646,0.310718789463,2.11928412838,5.59449497741,76.4535782724,442782.18056,157489.803371
6435,ESP,1979,6.85897104782,0.291937993329,1.80457851886,5.48786599951,6.13355958394,0.261487538686,1.73679161412,5.05100162032,77.2669800463,653219.405752,209775.463936
6436,ESP,1980,6.77014459818,0.299598356393,1.54862988803,5.33195610019,6.36010485174,0.264811088813,1.4909945334,5.3199939502,80.4187403044,745649.514194,224367.705313
6437,ESP,1981,8.05174416855,0.392379864625,1.71774377724,5.89444639863,8.09891829662,0.354810457001,1.64903544436,6.24130281631,82.5017529959,678795.244412,198920.992177
6438,ESP,1982,7.52813881387,0.529046279899,1.7834918984,4.96594280068,7.77779664876,0.471646803574,1.72615693657,9.62779492628,81.3467411886,651739.478193,192168.42224
6439,ESP,1983,8.85716246324,0.725018555835,2.18371737381,5.57257575388,9.23301324297,0.640328369885,2.11879813958,11.5126272062,80.8726556918,537332.04661,168067.991634
6440,ESP,1984,10.3374131625,0.84513571068,2.50030507652,7.18345000243,10.1459355355,0.716422849846,2.40415112913,10.5265826495,80.2288667974,516402.81949,167606.767522
6441,ESP,1985,11.1586128647,1.12881410226,3.34526312082,7.69436855423,10.148779952,0.889314731497,3.13251645456,12.7937292722,75.2093342021,524393.21659,176589.893927
6442,ESP,1986,9.80374512557,1.17549952353,3.68876721532,6.79194938306,7.95127412923,0.854780454159,3.26284493584,14.7537754846,68.3096725679,720137.767747,244343.014758
6443,ESP,1987,10.7882636924,1.26058189502,4.43572390394,7.65540538314,8.22481620271,0.970230657542,3.64994171544,14.1384442989,64.9641810968,900449.127443,309570.505178
6444,ESP,1988,10.3009614737,1.23580576204,4.40748709538,7.09112599129,7.86750409859,0.922662784529,3.63551239339,14.8410699,64.0937657247,1062855.94859,363707.050944
6445,ESP,1989,11.4348895375,1.34527818093,5.37974968561,7.6679865339,8.47676467457,1.00395444474,4.13786198022,14.9255372331,61.1753032129,1187547.09858,401162.504533
6446,ESP,1990,10.6009084635,1.23997205883,5.63838096346,7.28236880643,7.04109509833,1.0156676218,4.27734879846,14.5496651499,55.5314357156,1605123.47541,520414.88738
6447,ESP,1991,12.2736472482,1.50463447606,6.16597790303,8.17059142782,8.70609068954,1.23970912062,4.805397584,15.5514144167,58.5398771889,1741901.6695,560479.514869
6448,ESP,1992,11.4871109887,1.42467542154,5.68898996427,7.51453651423,8.34602007726,1.19470387056,4.68060408707,15.937371569,59.465722166,1936172.63088,612669.389505
6449,ESP,1993,15.9875920092,1.8401664602,6.32859698464,11.3628701635,12.4435504102,1.47478796266,4.92804476374,13.9374487298,66.287303996,1719926.57204,514657.677088
6450,ESP,1994,16.2967937688,2.22279225265,7.19740386092,11.1175471977,12.0558442263,1.7956091679,5.75465752016,16.6621866027,62.617196702,1772589.69488,516425.709329
6451,ESP,1995,16.3314310876,2.25380187767,7.06913206406,11.2738566236,12.06607161,1.80787595614,5.4491140688,16.6606946609,63.0569280344,2116073.07754,596941.085458
6452,ESP,1996,16.6058819106,2.45455516896,7.03891006764,11.5993980413,12.1189005433,1.94105156142,5.16422547676,17.4652294072,63.2582751204,2195614.15768,622298.716552
6453,ESP,1997,20.197864597,4.00251929727,8.10092998278,13.7607372605,14.5315426534,2.77320625509,5.51226509232,22.5325760749,64.2066065295,1902947.03042,573052.053574
6454,ESP,1998,26.7156488641,6.14528791977,11.0391609485,17.2143771936,19.0324716664,3.99286251884,6.72490513623,26.3072603565,63.2904502064,1874266.6789,601285.110686
6455,ESP,1999,32.9822163972,9.73292834032,16.1269400263,18.3070188678,21.7975455601,5.75029053431,7.43320928491,34.7109367507,57.4761798955,1853200.12042,618341.497891
6456,ESP,2000,42.4650269133,14.5500015355,19.4861914007,21.936560438,28.9573004524,8.57408049713,10.3762281242,39.8776994831,59.7754194521,1686957.1822,582047.715985
6457,ESP,2001,46.6934113706,14.6865059867,21.3499841743,24.3451646599,33.0051679202,10.0739516218,12.4365489195,37.6271518575,60.7213238274,1643666.90402,609379.42913
6458,ESP,2002,56.1982086748,14.149331713,24.7887701049,31.4877025311,41.9706130006,10.6780012296,16.7821555506,31.0040561297,62.8684853697,1855617.40779,688725.232645
6459,ESP,2003,55.1082006304,14.0948077954,24.7177258811,30.3443190805,41.0595485039,10.3778468811,15.9480862856,31.7171123428,62.4220886131,2584181.76698,885530.660355
6460,ESP,2004,52.7894559879,14.0444877189,23.745027673,27.8699539986,39.9194425852,10.2022075078,14.7261733212,33.5075146975,62.7028583184,3368813.49733,1045984.33559
6461,ESP,2005,46.3880108816,12.9229282327,18.6270244484,24.3547932303,36.8712758519,9.2155163889,11.6025276853,34.6666258707,66.4367659053,3918142.26441,1132762.52999
6462,ESP,2006,48.687745632,15.5054859143,19.9149858528,22.9753953724,38.9796241245,10.3242533398,10.927015299,40.2939989829,66.185384604,5085946.78295,1237500.53142
6463,ESP,2007,45.0285972451,14.7497299348,19.1464965057,19.6221710351,36.5387970145,10.1780790004,10.2445427375,42.912173952,65.6166012687,6937583.81773,1443499.99206
6464,ESP,2008,36.3271509473,12.1078377369,14.3726155577,15.3934989924,30.7803496075,8.6245285634,8.59835458396,44.0263608131,68.169054889,8057958.27567,1600913.41293
6465,ESP,2009,43.9349233541,14.1707773096,17.7601080749,17.8578922025,38.0810691212,10.4257811651,10.5331872223,44.2440398727,68.1953193564,7431744.72111,1459735.24287
6466,ESP,2010,39.4989811352,14.7584882076,16.2263929216,14.4393010529,33.5737800882,10.6660148007,10.2595375272,50.54659473,67.4169948799,7386241.99095,1391756.54166
6467,ESP,2011,35.4546223443,13.576895727,14.8003956012,12.5166335611,30.0153197992,9.43417730342,9.13495911878,52.0316572631,66.9749875262,8085060.17332,1479560.33025
6468,LKA,1970,9.40188828479,0.0,4.06455582598,1.99441618395,12.7448045596,0.0,4.06455582598,0.0,75.8196877648,3920.85742388,3267.5625099
6469,LKA,1971,10.1401780855,0.0,3.8717741011,2.28288152818,14.1257005416,0.0,3.8717741011,0.0,78.4871256776,4261.66564983,3362.84681731
6470,LKA,1972,8.98666412306,0.0,2.91333660837,2.44198214614,12.6180094916,0.0,2.91333660837,0.0,81.2422143605,4968.40870326,3830.9019098
6471,LKA,1973,9.67982136796,0.0,2.89583458772,2.82044400942,13.6433641388,0.0,2.89583458772,0.0,82.4910829381,5264.50520414,4056.27722006
6472,LKA,1974,10.0671891946,0.0,2.57064493128,2.60428326155,14.9594501963,0.0,2.57064493128,0.0,85.3358187017,6021.22759367,4559.84831735
6473,LKA,1975,8.51096932792,0.0,1.8151737664,1.7832274367,13.4235374527,0.0,1.8151737664,0.0,88.0884036694,6912.30899418,4835.82696159
6474,LKA,1976,9.94692102393,0.0,1.57505653453,2.620380485,15.6984050283,0.0,1.57505653453,0.0,90.8816392777,6877.82421281,4257.90472688
6475,LKA,1977,12.1255977409,0.0,0.764811367991,5.93986356334,17.5465205505,0.0,0.764811367991,0.0,95.8232892539,7311.22954257,4243.1160279
6476,LKA,1978,23.0435556321,0.0,1.29811730149,12.2046934269,32.5843005359,0.0,1.29811730149,0.0,96.168758358,5159.60474993,2826.56671035
