i s j r m
2 1 2 1 13521411.074104192
2 1 3 1 376909.7390289874
2 1 1 1 290047.53719700215
2 1 4 1 442018.0254000009
3 1 2 1 400583.0996170202
3 1 3 1 5788515.56479852
3 1 1 1 141990.0872939989
3 1 4 1 286063.14477099903
1 1 2 1 369087.26985299774
1 1 3 1 155435.78393199857
1 1 1 1 7945327.865526
1 1 4 1 183983.85019500004
4 1 2 1 561058.683254003
4 1 3 1 259669.59287899965
4 1 1 1 210325.7563520003
4 1 4 1 2605735.999748997

