i s j r m
2 1 2 1 11604355.908086132
2 1 3 1 305267.773696978
2 1 1 1 283205.9572810012
2 1 4 1 378831.9981670035
3 1 2 1 316436.1003040139
3 1 3 1 4430528.365477907
3 1 1 1 146592.99096499683
3 1 4 1 204208.8605870024
1 1 2 1 362549.9610570019
1 1 3 1 147419.42365599918
1 1 1 1 7616339.420002002
1 1 4 1 187044.44271200008
4 1 2 1 432438.6741239991
4 1 3 1 164462.0810790001
4 1 1 1 233644.62763199984
4 1 4 1 2369410.542154002

