i s j r m
2 1 2 1 11834389.263156218
2 1 3 1 233208.47433199204
2 1 1 1 245351.18368499933
2 1 4 1 294388.5204710002
3 1 2 1 253679.3816359764
3 1 3 1 4089193.5522798607
3 1 1 1 104836.5145789982
3 1 4 1 125933.006072999
1 1 2 1 278584.1758760003
1 1 3 1 99656.34643300004
1 1 1 1 5904029.74130899
1 1 4 1 114304.59641599984
4 1 2 1 413666.0644239999
4 1 3 1 130733.44383400015
4 1 1 1 205913.70798300015
4 1 4 1 2363805.650063996

